Wall time,Step,Value
1514071601.8923311,259,21.414459228515625
1514071603.2382057,574,17.645565032958984
1514071603.3733368,623,29.578121185302734
1514071603.8528757,806,24.995498657226562
1514071604.7285898,1052,39.18947219848633
1514071604.8251526,1093,24.649995803833008
1514071605.6642184,1411,23.652971267700195
1514071608.5323179,2451,21.065940856933594
1514071608.6856117,2502,24.54315185546875
1514071609.3186555,2635,24.577896118164062
1514071610.0783699,2905,29.572463989257812
1514071611.9494853,3635,22.28492546081543
1514071612.1839795,3722,30.192279815673828
1514071613.1809165,4077,21.33387565612793
1514071613.3376894,4140,22.38101577758789
1514071613.6507223,4253,28.200773239135742
1514071613.9044244,4343,25.133197784423828
1514071615.4120817,4930,30.016155242919922
1514071615.5160782,4961,29.947765350341797
1514071615.93078,5104,20.77838134765625
1514071617.3510435,5630,22.05263328552246
1514071618.0384138,5913,27.574167251586914
1514071620.4193196,6788,27.60500144958496
1514071620.438735,6795,19.494237899780273
1514071621.2774115,7147,25.63872528076172
1514071621.4062054,7199,23.909320831298828
1514071622.1334708,7475,14.383866310119629
1514071622.2912142,7527,40.094505310058594
1514071622.3381312,7544,22.301387786865234
1514071622.793737,7696,19.608123779296875
1514071623.804906,8074,38.570980072021484
1514071626.4674752,8914,24.618314743041992
1514071628.068341,9481,21.79469108581543
1514071629.4650722,9927,39.43119812011719
1514071629.7872167,10045,24.356708526611328
1514071629.8526864,10069,22.67532730102539
1514071632.4512615,10908,23.386037826538086
1514071633.346925,11246,34.63332748413086
1514071633.837673,11426,26.14392852783203
1514071634.0354753,11500,37.461448669433594
1514071634.2366772,11597,37.821041107177734
1514071634.3322463,11634,32.191993713378906
1514071635.2390258,11973,32.43348693847656
1514071635.815714,12184,23.789365768432617
1514071637.990782,12983,23.419870376586914
1514071638.4020536,13151,24.779855728149414
1514071638.8624623,13340,23.43724822998047
1514071639.897801,13738,32.540096282958984
1514071640.0796652,13805,21.882143020629883
1514071640.6009529,13993,26.384756088256836
1514071640.7880168,14067,34.042091369628906
1514071640.882906,14102,24.342618942260742
1514071641.6672866,14379,29.840839385986328
1514071641.8049195,14428,29.679790496826172
1514071641.9957314,14505,21.959131240844727
